player_id,player,country_short
2354,Harvinder Singh (INDIA),INDIA
2355,AG Huckle (ZIM),ZIM
2356,DG Sewell (NZ),NZ
2357,Ali Naqvi (PAK),PAK
2358,Mohammad Ramzan (PAK),PAK
2359,Jahangir Alam (BDESH),BDESH
2360,Shahriar Hossain (BDESH),SA
2361,M Sheikh (KENYA),0
2362,AV Vadher (KENYA),0
2363,Shafiuddin Ahmed (BDESH),BDESH
2364,Ali Hussain Rizvi (PAK),SA
2365,MV Boucher (Afr/ICC/SA),SA
2366,JO Angara (KENYA),0
2367,RN Lewis (WI),WI
2368,SH Cook (AUS),AUS
2369,Shoaib Akhtar (Asia/ICC/PAK),PAK
2370,IJ Harvey (AUS),AUS
2371,DR Brown (ENG/SCOT),ENG
2372,MV Fleming (ENG),ENG
2373,Akhtar Sarfraz (PAK),SA
2374,Manzoor Akhtar (PAK),NZ
2375,P Wilson (AUS),AUS
2376,SV Bahutule (INDIA),INDIA
2377,HH Kanitkar (INDIA),INDIA
2378,MW Goodwin (ZIM),ZIM
2379,Khaled Mahmud (BDESH),BDESH
2380,Sanwar Hossain (BDESH),SA
2381,Shariful Haque (BDESH),BDESH
2382,Fazl-e-Akbar (PAK),PAK
2383,Zakir Hossain (BDESH),SA
2384,JP Maher (AUS),AUS
2385,M Ntini (ICC/SA),SA
2386,RL Sanghvi (INDIA),INDIA
2387,BE Young (AUS),AUS
2388,DA Gunawardene (SL),SL
2389,MN Nawaz (SL),SL
2390,SCG MacGill (AUS),AUS
2391,LG Howell (NZ),NZ
2392,HD Ackerman (SA),SA
2393,Mohammad Yousuf (Asia/PAK),PAK
2394,TN Madondo (ZIM),ZIM
2395,Harbhajan Singh (Asia/INDIA),INDIA
2396,AB Agarkar (INDIA),INDIA
2397,S Elworthy (SA),SA
2398,R Telemachus (SA),SA
2399,NC McGarrell (WI),WI
2400,CM Tuckett (WI),WI
2401,PJ Wiseman (NZ),NZ
2402,GK Khoda (INDIA),INDIA
2403,Mehrab Hossain (BDESH),SA
2404,Morshed Ali Khan (BDESH),BDESH
2405,MSK Prasad (INDIA),INDIA
2406,RD Shah (KENYA),0
2407,CJ Adams (ENG),ENG
2408,DL Maddy (ENG),ENG
2409,HMCM Bandara (SL),SL
2410,MRCN Bandaratilleke (SL),SL
2411,N Chopra (INDIA),INDIA
2412,JV Paranjpe (INDIA),INDIA
2413,SP James (ENG),ENG
2414,ASA Perera (SL),SL
2415,A Flintoff (ENG/ICC),ENG
2416,ID Austin (ENG),AUS
2417,M Hayward (SA),SA
2418,SS Raul (INDIA),INDIA
2419,ML Nkala (ZIM),ZIM
2420,CR Miller (AUS),AUS
2421,NC Johnson (ZIM),ZIM
2422,Shakeel Ahmed snr (PAK),PAK
2423,MD Bailey (NZ),NZ
2424,MD Bell (NZ),NZ
2425,AR Tait (NZ),NZ
2426,DM Benkenstein (SA),SA
2427,AC Dawson (SA),SA
2428,RD King (WI),WI
2429,TT Samaraweera (SL),SL
2430,Asif Mahmood (PAK),PAK
2431,A Symonds (AUS),AUS
2432,DJ Terbrugge (SA),SA
2433,AJ Tudor (ENG),ENG
2434,Naved Ashraf (PAK),PAK
2435,WK Hegg (ENG),ENG
2436,MJ Nicholson (AUS),AUS
2437,D Ganga (WI),WI
2438,R Singh (INDIA),INDIA
2439,MW Alleyne (ENG),ENG
2440,VJ Wells (ENG),ENG
2441,CJ Drum (NZ),NZ
2442,KF Semple (WI),WI
2443,HS Williams (SA),SA
2444,AJ Hall (SA),SA
2445,S Ramesh (INDIA),INDIA
2446,PDRL Perera (SL),SL
2447,PV Mpitsang (SA),SA
2448,Wajahatullah Wasti (PAK),PAK
2449,A Nehra (Asia/INDIA),INDIA
2450,Imran Nazir (PAK),PAK
2451,PT Collins (WI),WI
2452,DRE Joseph (WI),WI
2453,S Ragoonath (WI),WI
2454,GR Stead (NZ),NZ
2455,NO Perry (WI),WI
2456,LA Roberts (WI),WI
2457,Al Sahariar (BDESH),SA
2458,Manjural Islam (BDESH),SL
2459,Aminul Islam jnr (BDESH),SL
2460,JWHD Boteju (SL),SL
2461,LR Shukla (INDIA),INDIA
2462,GK Pandey (INDIA),INDIA
2463,CE Bulfin (NZ),NZ
2464,Mahbubur Rahman (BDESH),BDESH
2465,Neeyamur Rashid (BDESH),BDESH
2466,AR Khurasiya (INDIA),INDIA
2467,V Sehwag (Asia/ICC/INDIA),INDIA
2468,CD Collymore (WI),WI
2469,HR Bryan (WI),WI
2470,JK Kamande (KENYA),0
2471,MJD Allingham (SCOT),0
2472,Asim Butt (SCOT),0
2473,JAR Blain (SCOT),0
2474,JE Brinkley (SCOT),0
2475,AG Davies (SCOT),0
2476,NR Dyer (SCOT),0
2477,GM Hamilton (ENG/SCOT),ENG
2478,BMW Patterson (SCOT),0
2479,IL Philip (SCOT),0
2480,RL Powell (WI),WI
2481,G Salmond (SCOT),SA
2482,MJ Smith (SCOT),0
2483,IM Stanger (SCOT),0
2484,JG Williamson (SCOT),WI
2485,A Habib (ENG),ENG
2486,CMW Read (ENG),ENG
2487,ESH Giddins (ENG),ENG
2488,SI de Saram (SL),SL
2489,LPC Silva (SL),SL
2490,AM Blignaut (ZIM),ZIM
2491,WW Hinds (WI),WI
2492,CH Gayle (ICC/WI),WI
2493,JJ Martin (INDIA),INDIA
2494,Shabbir Ahmed (PAK),PAK
2495,HMRKB Herath (SL),SL
2496,JS Ababu (KENYA),0
2497,DT Mutendera (ZIM),ZIM
2498,HH Dippenaar (Afr/SA),SA
2499,R Vijay Bharadwaj (INDIA),INDIA
2500,PJ Ongondo (Afr/KENYA),0
2501,Ahmed Kamal (BDESH),BDESH
2502,DJ Gandhi (INDIA),INDIA
2503,TR Gripper (ZIM),ZIM
2504,Shoaib Malik (ICC/PAK),PAK
2505,SA Muller (AUS),AUS
2506,SB Styris (NZ),NZ
2507,T Kumaran (INDIA),INDIA
2508,TM Dilshan (SL),SL
2509,IS Gallage (SL),SL
2510,MP Vaughan (ENG),ENG
2511,RW Price (ZIM),ZIM
2512,MS Sinclair (NZ),NZ
2513,B Lee (AUS),AUS
2514,SS Dighe (INDIA),INDIA
2515,PC Strydom (SA),SA
2516,VS Solanki (ENG),ENG
2517,GP Swann (ENG),ENG
2518,ND McKenzie (SA),NZ
2519,Imran Abbas (PAK),PAK
2520,Yasir Arafat (PAK),PAK
2521,Younis Khan (PAK),PAK
2522,WA Wisneski (NZ),NZ
2523,Faisal Iqbal (PAK),SA
2524,W Jaffer (INDIA),INDIA
2525,M Kartik (INDIA),INDIA
2526,CJ Nevin (NZ),NZ
2527,M Kaif (INDIA),INDIA
2528,Atiq-uz-Zaman (PAK),PAK
2529,Irfan Fazil (PAK),PAK
2530,BA Murphy (ZIM),ZIM
2531,S Sriram (INDIA),INDIA
2532,CM Willoughby (SA),SA
2533,DR Tuffey (NZ),NZ
2534,SC Joseph (WI),WI
2535,CP Schofield (ENG),ENG
2536,RR Sarwan (WI),SA
2537,K Weeraratne (SL),SL
2538,HK Badani (INDIA),INDIA
2539,Mushfiqur Rahman (BDESH),BDESH
2540,A Bhandari (INDIA),INDIA
2541,CRD Fernando (Asia/SL),SL
2542,HAPW Jayawardene (SL),SL
2543,MJ Hoggard (ENG),ENG
2544,KC Sangakkara (Asia/ICC/SL),SL
2545,ME Trescothick (ENG),ENG
2546,MV Nagamootoo (WI),WI
2547,PJ Franks (ENG),ENG
2548,N Pothas (SA),SA
2549,MH Richardson (NZ),NZ
2550,GP Sulzberger (NZ),NZ
2551,TJ Friend (ZIM),ZIM
2552,DA Marillier (ZIM),ZIM
2553,V Dahiya (INDIA),INDIA
2554,Z Khan (Asia/INDIA),INDIA
2555,Yuvraj Singh (Asia/INDIA),INDIA
2556,KCB Jeremy (WI),WI
2557,MN Samuels (WI),SA
2558,AP Grayson (ENG),ENG
2559,MA Vermeulen (ZIM),ZIM
2560,BGK Walker (NZ),NZ
2561,S Abrahams (SA),SA
2562,SS Das (INDIA),INDIA
2563,Ranjan Das (BDESH),BDESH
2564,Qaiser Abbas (PAK),PAK
2565,CS Martin (NZ),NZ
2566,MI Black (WI),WI
2567,Sarandeep Singh (INDIA),INDIA
2568,Danish Kaneria (PAK),PAK
2569,RS Sodhi (INDIA),INDIA
2570,HJH Marshall (NZ),NZ
2571,M Ngam (SA),SA
2572,CEL Stuart (WI),WI
2573,JEC Franklin (NZ),NZ
2574,AJ Mackay (ZIM),ZIM
2575,JDP Oram (NZ),NZ
2576,NW Bracken (AUS),AUS
2577,JM Kemp (Afr/SA),SA
2578,SM Katich (AUS),AUS
2579,BJ Haddin (AUS),AUS
2580,L Vincent (NZ),NZ
2581,Imran Farhat (PAK),PAK
2582,Misbah-ul-Haq (PAK),PAK
2583,Mohammad Sami (PAK),SA
2584,D Hettiarachchi (SL),SL
2585,Humayun Farhat (PAK),PAK
2586,D Mongia (INDIA),INDIA
2587,DD Ebrahim (ZIM),ZIM
2588,Mohammad Sharif (BDESH),BDESH
2589,WCA Ganegama (SL),SL
2590,AR Adams (NZ),NZ
2591,Mohammad Ashraful (Asia/BDESH),BDESH
2592,Kashif Raza (PAK),PAK
2593,KD Mills (NZ),NZ
2594,BT Watambwa (ZIM),ZIM
2595,LV Garrick (WI),WI
2596,JL Ontong (Afr/SA),SA
2597,A Nel (SA),SA
2598,RJ Sidebottom (ENG),ENG
2599,IJ Ward (ENG),ENG
2600,PD Collingwood (ENG/World),ENG
2601,OA Shah (ENG),ENG
2602,T Taibu (Afr/ZIM),ZIM
2603,U Afzaal (ENG),ENG
2604,H Masakadza (ZIM),SA
2605,CO Obuya (KENYA),0
2606,DO Obuya (KENYA),0
2607,BJ Patel (KENYA),0
2608,J Ormond (ENG),ENG
2609,Taufeeq Umar (PAK),PAK
2610,MG Vandort (SL),SL
2611,CW Henderson (SA),SA
2612,DT Hondo (ZIM),ZIM
2613,JS Foster (ENG),ENG
2614,RJ Kirtley (ENG),ENG
2615,JN Snape (ENG),ENG
2616,D Dasgupta (INDIA),INDIA
2617,SM Ervine (ZIM),ZIM
2618,CK Langeveldt (SA),SA
2619,TCB Fernando (SL),SL
2620,RAP Nissanka (SL),SL
2621,Naved Latif (PAK),PAK
2622,Mashrafe Mortaza (Asia/BDESH),BDESH
2623,SE Bond (NZ),NZ
2624,Fahim Muntasir (BDESH),BDESH
2625,Tushar Imran (BDESH),BDESH
2626,SB Bangar (INDIA),INDIA
2627,RKJ Dawson (ENG),ENG
2628,IR Siddiqui (INDIA),INDIA
2629,T Yohannan (INDIA),INDIA
2630,JJC Lawson (WI),WI
2631,D Brown (WI),WI
2632,RO Hinds (WI),WI
2633,BA Williams (AUS),AUS
2634,RJ Campbell (AUS/HKG),AUS
2635,BB McCullum (NZ),NZ
2636,A Ratra (INDIA),INDIA
2637,Tareq Aziz (BDESH),BDESH
2638,IG Butler (NZ),NZ
2639,RS Morton (WI),WI
2640,AG Prince (Afr/SA),SA
2641,GC Smith (Afr/ICC/SA),SA
2642,NM Hauritz (AUS),AUS
2643,SR Watson (AUS),AUS
2644,JC Kent (SA),SA
2645,A Sanford (WI),SA
2646,RG Hart (NZ),NZ
2647,PA Hitchcock (NZ),NZ
2648,DBL Powell (WI),WI
2649,Alamgir Kabir (BDESH),BDESH
2650,WRS de Silva (SL),SL
2651,Ehsanul Haque (BDESH),SA
2652,Hannan Sarkar (BDESH),SA
2653,Talha Jubair (BDESH),BDESH
2654,SP Jones (ENG),ENG
2655,Alok Kapali (BDESH),BDESH
2656,MKGCP Lakshitha (SL),SL
2657,J Mubarak (SL),SL
2658,Tapash Baisya (BDESH),BDESH
2659,KHRK Fernando (SL),SL
2660,PW Gunaratne (SL),SL
2661,SJ Harmison (ENG/ICC),ENG
2662,RWT Key (ENG),ENG
2663,PA Patel (INDIA),INDIA
2664,Adeel Raja (NL),0
2665,JJ Esmeijer (NL),0
2666,VD Grandia (NL),0
2667,E Schiferli (NL),0
2668,RH Scholte (NL),0
2669,DLS van Bunge (NL),0
2670,LP van Troost (NL),0
2671,ID Blackwell (ENG),ENG
2672,Mazharul Haque (BDESH),BDESH
2673,JF Kloppenburg (NL),0
2674,HJC Mol (NL),0
2675,RJ Peterson (SA),SA
2676,M van Jaarsveld (SA),SA
2677,Anwar Hossain Monir (BDESH),SA
2678,Rafiqul Islam (BDESH),SL
2679,GR Breese (WI),WI
2680,Jai P Yadav (INDIA),INDIA
2681,Kamran Akmal (PAK),PAK
2682,NB Mahwire (ZIM),ZIM
2683,L Balaji (INDIA),INDIA
2684,S Matsikenyeri (ZIM),ZIM
2685,BG Rogers (ZIM),ZIM
2686,RW Sims (ZIM),ZIM
2687,W Mwayenga (ZIM),ZIM
2688,Anwar Hossain (BDESH),SA
2689,M Zondeki (Afr/SA),SA
2690,GJ Batty (ENG),ENG
2691,JM Anderson (ENG),ENG
2692,ML Love (AUS),AUS
2693,MJ Clarke (AUS),AUS
2694,AJ Burger (NAM),0
2695,LJ Burger (NAM),0
2696,M Karg (NAM),0
2697,D Keulder (NAM),0
2698,BL Kotze (NAM),0
2699,DB Kotze (NAM),0
2700,JL Louw (NAM),0
2701,GB Murgatroyd (NAM),0
2702,G Snyman (NAM),0
2703,SJ Swanepoel (NAM),0
2704,R Walters (NAM),0
2705,A Bagai (CAN),0
2706,IS Billcliff (CAN),0
2707,DR Chumney (CAN),0
2708,A Codrington (CAN),0
2709,JM Davison (CAN),0
2710,NA de Groot (CAN),0
2711,JV Harris (CAN),0
2712,D Joseph (CAN),0
2713,I Maraj (CAN),0
2714,AF Sattaur (CAN),SA
2715,S Thuraisingam (CAN),0
2716,J Smits (NL),0
2717,NA Statham (NL),0
2718,M van Schoor (NAM),0
2719,RJ van Vuuren (NAM),0
2720,SF Burger (NAM),0
2721,BB Seebaran (CAN),0
2722,N Ifill (CAN),0
2723,BO van Rooi (NAM),0
2724,A Patel (CAN),0
2725,AM Samad (CAN),SA
2726,Mohammad Hafeez (PAK),PAK
2727,Umar Gul (PAK),PAK
2728,Naved-ul-Hasan (PAK),SA
2729,KS Lokuarachchi (SL),SL
2730,AS Luseno (KENYA),0
2731,DS Smith (WI),WI
2732,G Gambhir (INDIA),INDIA
2733,AM Salvi (INDIA),INDIA
2734,A Mishra (INDIA),INDIA
2735,JA Rudolph (Afr/SA),SA
2736,AV Kale (INDIA),INDIA
2737,Mohammad Salim (BDESH),SA
2738,CS Baugh (WI),WI
2739,DE Bernard (WI),WI
2740,OAC Banks (WI),WI
2741,TL Best (WI),WI
2742,D Gamage (SL),SL
2743,Yasir Hameed (PAK),PAK
2744,A McGrath (ENG),ENG
2745,Faisal Athar (PAK),SA
2746,RO Hurley (WI),WI
2747,RL Johnson (ENG),ENG
2748,JE Taylor (WI),WI
2749,R Clarke (ENG),ENG
2750,JO Troughton (ENG),ENG
2751,FH Edwards (WI),WI
2752,T Thushara (SL),SL
2753,Kabir Ali (ENG),ENG
2754,CK Coventry (ZIM),ZIM
2755,MN van Wyk (SA),SA
2756,ET Smith (ENG),ENG
2757,Rajin Saleh (BDESH),SA
2758,Farhan Adil (PAK),PAK
2759,Salman Butt (PAK),SA
2760,Yasir Ali (PAK),PAK
2761,Junaid Zia (PAK),PAK
2762,A Chopra (INDIA),INDIA
2763,GM Ewing (ZIM),ZIM
2764,Asim Kamal (PAK),PAK
2765,Enamul Haque jnr (BDESH),BDESH
2766,MJ Saggers (ENG),SA
2767,V Sibanda (Afr/ZIM),ZIM
2768,Jamaluddin Ahmed (BDESH),BDESH
2769,Manjural Islam Rana (BDESH),SL
2770,Nafees Iqbal (BDESH),BDESH
2771,Moniruzzaman (BDESH),BDESH
2772,KADM Fernando (SL),SL
2773,KMDN Kulasekara (SL),SL
2774,AJ Strauss (ENG),AUS
2775,R Rampaul (WI),WI
2776,CD Cumming (NZ),NZ
2777,RA Jones (NZ),NZ
2778,MJ Mason (NZ),NZ
2779,MDJ Walker (NZ),NZ
2780,A Maregwede (ZIM),ZIM
2781,TK Canning (NZ),NZ
2782,IK Pathan (INDIA),INDIA
2783,D Mohammed (WI),WI
2784,DR Smith (WI),WI
2785,RS Gavaskar (INDIA),INDIA
2786,MEK Hussey (AUS),AUS
2787,MHW Papps (NZ),NZ
2788,JA Morkel (Afr/SA),SA
2789,WS Jayantha (SL),SL
2790,RR Powar (INDIA),INDIA
2791,GO Jones (ENG/PNG),ENG
2792,DJ Bravo (WI),WI
2793,E Chigumbura (Afr/ZIM),ZIM
2794,T Panyangara (ZIM),ZIM
2795,BRM Taylor (ZIM),ZIM
2796,P Utseya (ZIM),ZIM
2797,MF Maharoof (SL),SL
2798,SHT Kandamby (SL),SL
2799,T Mupariwa (ZIM),ZIM
2800,IDR Bradshaw (WI),WI
2801,Faisal Hossain (BDESH),SA
2802,EC Rainsford (ZIM),ZIM
2803,GJ Hopkins (NZ),NZ
2804,SL Malinga (SL),SL
2805,SI Mahmood (ENG),ENG
2806,DJG Sammy (WI/World),SA
2807,Abdur Razzak (BDESH),BDESH
2808,Afzaal Haider (HKG),0
2809,M Cheruparambil (HKG),0
2810,AN French (HKG),0
2811,Ilyas Gull (HKG),0
2812,Khalid Khan (HKG),0
2813,SB Lama (HKG),0
2814,JPR Lamsam (HKG),SA
2815,Najeeb Amar (HKG),0
2816,R Sharma (HKG),0
2817,TT Smart (HKG),0
2818,Tabarak Dar (HKG),0
2819,Abdul Rehman (UAE),0
2820,Ali Asad (UAE),SA
2821,Arshad Ali (UAE),0
2822,Asghar Ali (UAE),0
2823,Asim Saeed (UAE),SA
2824,Fahad Usman (UAE),0
2825,Khurram Khan (UAE),0
2826,Mohammad Tauqir (UAE),0
2827,Naeemuddin Aslam (UAE),SL
2828,Rizwan Latif (UAE),0
2829,Syed Maqsood (UAE),0
2830,Ramveer Rai (UAE),0
2831,Sameer Zia (UAE),SA
2832,Nadeem Ahmed (HKG),0
2833,Nasir Hameed (HKG),0
2834,IR Bell (ENG),ENG
2835,AG Wharf (ENG),ENG
2836,KD Karthik (ICC/INDIA),INDIA
2837,Aijaz Ali (USA),SA
2838,RP Alexander (USA),SA
2839,JH Desai (USA),SA
2840,HR Johnson (USA),SA
2841,MR Johnson (USA),SA
2842,SJ Massiah (USA),SA
2843,Rashid Zia (USA),SA
2844,CA Reid (USA),SA
2845,LC Romero (USA),SA
2846,RW Staple (USA),SA
2847,RG Aga (KENYA),0
2848,MA Ouma (KENYA),0
2849,Aftab Ahmed (BDESH),BDESH
2850,Nazmul Hossain (BDESH),SA
2851,DL Blake (USA),SA
2852,Nasir Javed (USA),SA
2853,ML Patel (KENYA),0
2854,Bazid Khan (PAK),PAK
2855,Iftikhar Anjum (PAK),PAK
2856,Riaz Afridi (PAK),PAK
2857,PG Fulton (NZ),NZ
2858,Z de Bruyn (SA),SA
2859,TL Tsolekile (SA),SA
2860,HM Amla (SA/World),SA
2861,CB Mpofu (ZIM),ZIM
2862,KP Pietersen (ENG/ICC),ENG
2863,MJ Prior (ENG),ENG
2864,Mohammad Khalil (PAK),PAK
2865,AB de Villiers (Afr/SA),SA
2866,DW Steyn (Afr/SA),SA
2867,MS Dhoni (Asia/INDIA),INDIA
2868,Joginder Sharma (INDIA),INDIA
2869,Mohammad Asif (Asia/PAK),PAK
2870,AG Cremer (ZIM),ZIM
2871,XM Marshall (USA/WI),SA
2872,JR Hopes (AUS),AUS
2873,SC Williams (ZIM),ZIM
2874,JAH Marshall (NZ),NZ
2875,LJ Hamilton (NZ),NZ
2876,IE O'Brien (NZ),NZ
2877,N Deonarine (WI),WI
2878,DJ Pagon (WI),WI
2879,S Kalavitigoda (SL),SL
2880,DM Washington (WI),WI
2881,Mushfiqur Rahim (BDESH),BDESH
2882,Shahadat Hossain (BDESH),SA
2883,J Lewis (ENG),ENG
2884,Shahriar Nafees (BDESH),BDESH
2885,CT Tremlett (ENG),ENG
2886,D Ramdin (WI),WI
2887,G Wijekoon (SL),SL
2888,RR Ramdass (WI),WI
2889,LHD Dilhara (SL),SL
2890,SK Raina (INDIA),INDIA
2891,Y Venugopal Rao (INDIA),INDIA
2892,DK Butler (WI),WI
2893,WU Tharanga (Asia/SL),SL
2894,PS Jayaprakashdaran (SL),SL
2895,NR Ferreira (ZIM),ZIM
2896,KM Dabengwa (ZIM),ZIM
2897,AJ Ireland (ZIM),ZIM
2898,SW Tait (AUS),AUS
2899,Syed Rasel (BDESH),BDESH
2900,CJ Chibhabha (ZIM),ZIM
2901,JS Patel (NZ),NZ
2902,T Duffin (ZIM),ZIM
2903,CL White (AUS),AUS
2904,SR Clark (AUS),AUS
2905,S Sreesanth (INDIA),INDIA
2906,AG Puttick (SA),SA
2907,J Botha (Afr/SA),SA
2908,BJ Hodge (AUS),AUS
2909,LE Plunkett (ENG),ENG
2910,ML Lewis (AUS),AUS
2911,MG Johnson (AUS),AUS
2912,PA Jaques (AUS),AUS
2913,JM How (NZ),NZ
2914,GJP Kruger (SA),SA
2915,BR Dorey (AUS),AUS
2916,JJ van der Wath (SA),SA
2917,CK Kapugedera (SL),SL
2918,LE Bosman (Afr/SA),SA
2919,KTGD Prasad (SL),SL
2920,KO Meth (ZIM),ZIM
2921,T Mishra (KENYA),0
2922,NN Odhiambo (KENYA),0
2923,HP Rinke (ZIM),ZIM
2924,GM Strydom (Caym/ZIM),ZIM
2925,RS Higgins (ZIM),ZIM
2926,LRPL Taylor (NZ),NZ
2927,AN Cook (ENG),ENG
2928,MS Panesar (ENG),SA
2929,PP Chawla (INDIA),INDIA
2930,MM Patel (INDIA),INDIA
2931,KA Patel (KENYA),0
2932,VRV Singh (INDIA),INDIA
2933,RV Uthappa (INDIA),INDIA
2934,DJ Cullen (AUS),AUS
2935,MJ Cosgrove (AUS),AUS
2936,S Chattergoon (WI),WI
2937,GEF Barnett (CAN),0
2938,U Bhatti (CAN),0
2939,S Dhaniram (CAN),0
2940,HS Dhillon (CAN),0
2941,SP Heaney (CAN),0
2942,H Osinde (CAN),0
2943,KT Sandher (CAN),SA
2944,LOB Cann (BMUDA),0
2945,GR Codrington (CAN),0
2946,H Durham (BMUDA),0
2947,RDM Leverock (BMUDA),0
2948,DES Maxwell (CAN),0
2949,DA Minors (BMUDA),0
2950,DWO Morgan (BMUDA),0
2951,S Mukuddem (BMUDA),0
2952,GH O'Brien (BMUDA),0
2953,AR Pitcher (BMUDA),0
2954,IH Romaine (BMUDA),0
2955,JJ Tucker (BMUDA),0
2956,KL Tucker (BMUDA),0
2957,T Gibbons (BMUDA),0
2958,KAD Hurdle (BMUDA),0
2959,RD Steede (BMUDA),0
2960,AC Botha (IRE),IRE
2961,JP Bray (IRE),IRE
2962,G Chapple (ENG),ENG
2963,JWM Dalrymple (ENG),ENG
2964,PG Gillespie (IRE),IRE
2965,DT Johnston (IRE),IRE
2966,DI Joyce (IRE),IRE
2967,EC Joyce (ENG/IRE),IRE
2968,D Langford-Smith (IRE),IRE
2969,WK McCallan (IRE),IRE
2970,JF Mooney (IRE),IRE
2971,PJK Mooney (IRE),IRE
2972,KJ O'Brien (IRE),IRE
2973,AR White (IRE),IRE
2974,TT Bresnan (ENG),ENG
2975,AGR Loudon (ENG),ENG
2976,PJC Hoffmann (SCOT),0
2977,DR Lockhart (SCOT),0
2978,RT Lyons (SCOT),0
2979,NFI McCallum (SCOT),0
2980,NJ MacRae (SCOT),0
2981,JD Nel (SCOT),0
2982,CJO Smith (SCOT),0
2983,RR Watson (SCOT),0
2984,PW Borren (NL),0
2985,AN Kervezee (NL),0
2986,Mohammad Kashif (NL),0
2987,DJ Reekers (NL),0
2988,WF Stelling (NL),0
2989,RN ten Doeschate (NL),0
2990,PM Seelaar (NL),0
2991,ES Szwarczynski (NL),0
2992,Farhad Reza (BDESH),BDESH
2993,TV Mufambisi (ZIM),ZIM
2994,RO Hussain (SCOT),SA
2995,EJG Morgan (ENG/IRE),IRE
2996,NJ O'Brien (IRE),IRE
2997,NS Poonia (SCOT),0
2998,WTS Porterfield (IRE),IRE
2999,CM Wright (SCOT),0
3000,Qaiser Ali (CAN),0
3001,HA Varaiya (KENYA),0
3002,Shakib Al Hasan (BDESH),SA
3003,TN de Grooth (NL),0
3004,DF Watts (SCOT),0
3005,DCC Borden (BMUDA),0
3006,SD Outerbridge (BMUDA),0
3007,CJ Smith (BMUDA),0
3008,S Jyoti (CAN),0
3009,S Seeraj (CAN),0
3010,D Soraine (CAN),0
3011,SR Welsh (CAN),0
3012,SCJ Broad (ENG),ENG
3013,MH Yardy (ENG),ENG
3014,AN Petersen (SA),SA
3015,TP Kamungozi (ZIM),ZIM
3016,Mehrab Hossain jnr (BDESH),SA
3017,DL Hemp (BMUDA),0
3018,MO Jones (BMUDA),0
3019,SKW Kelly (BMUDA),0
3020,MBS Jonkman (NL),0
3021,AA Mulla (CAN),0
3022,Nadif Chowdhury (BDESH),BDESH
3023,Nazmus Sadat (BDESH),SA
3024,MWA van Nierop (NL),0
3025,T Henderson (SA),SA
3026,Abdur Rehman (PAK),PAK
3027,LMP Simmons (WI),WI
3028,TMK Mawoyo (ZIM),ZIM
3029,GA Rogers (SCOT),0
3030,RM Haq (SCOT),0
3031,MR Gillespie (NZ),NZ
3032,PD McGlashan (NZ),NZ
3033,M Morkel (Afr/SA/World),SA
3034,PL Harris (SA),SA
3035,SM Harwood (AUS),AUS
3036,BW Hilfenhaus (AUS),AUS
3037,PA Nixon (ENG),ENG
3038,MB Loye (ENG),ENG
3039,RR Emrit (WI),WI
3040,KED Carroll (IRE),IRE
3041,WB Rankin (ENG/IRE),IRE
3042,RS Bopara (ENG),ENG
3043,AC Thomas (SA),SA
3044,Zulqarnain Haider (PAK),PAK
3045,ADJ Pitcher (BMUDA),0
3046,Tamim Iqbal (BDESH/ICC/World),BDESH
3047,F Kasteni (ZIM),ZIM
3048,AC Voges (AUS),AUS
3049,OL Pitcher (BMUDA),0
3050,KA Pollard (WI),WI
3051,MKDI Amerasinghe (SL),SL
3052,SM Warnapura (SL),SL
3053,Fawad Alam (PAK),PAK
3054,Najaf Shah (PAK),PAK
3055,I Sharma (INDIA),INDIA
3056,MJ Fourie (IRE),IRE
3057,RG Sharma (INDIA),INDIA
3058,RK Whelan (IRE),IRE
3059,GC Wilson (IRE),IRE
3060,AR Cusack (IRE),SA
3061,VD Philander (SA),SA
3062,MS Tshabalala (SA),SA
3063,AD Mascarenhas (ENG),ENG
3064,IJL Trott (ENG),ENG
3065,ACL Richards (WI),WI
3066,TC Bastiampillai (CAN),0
3067,Mudassar Bukhari (NL),SA
3068,AF Buurman (NL),0
3069,M Mulla (CAN),0
3070,Shahzad Khan (CAN),0
3071,GE Kidd (IRE),IRE
3072,GMC Mol (NL),0
3073,GD Drummond (SCOT),0
3074,Mahmudullah (BDESH),BDESH
3075,DM Basden (BMUDA),0
3076,JJ Celestine (BMUDA),0
3077,J Edness (BMUDA),0
3078,M Panchal (NL),0
3079,RJ Robinson (BMUDA),0
3080,MMA Jonkman (NL),0
3081,CH Lonsdale (BMUDA),0
3082,GH Bodi (SA),SA
3083,T Maruma (ZIM),ZIM
3084,RL Bhudia (KENYA),0
3085,JS Jesani (KENYA),SA
3086,Nazimuddin (BDESH),ZIM
3087,AA Obanda (KENYA),0
3088,LJ Wright (ENG),ENG
3089,Sohail Tanvir (PAK),PAK
3090,NL McCullum (NZ),NZ
3091,Junaid Siddique (BDESH),BDESH
3092,YK Pathan (INDIA),INDIA
3093,P Mustard (ENG),ENG
3094,MDK Perera (SL),SL
3095,Abdul Jabbar (CAN),0
3096,CK Hooper (CAN),0
3097,AL Kandappah (CAN),0
3098,Mohammad Iqbal (CAN),0
3099,E Otieno (KENYA),0
3100,J Patraj (CAN),0
3101,A Shamshudeen (CAN),0
3102,RJ Trott (BMUDA),0
3103,KC Hodsoll (BMUDA),0
3104,P Kumar (INDIA),INDIA
